PostID,發佈日期,標題,貼文內容,圖片網址
237,2023/08/30 16:41:14,【七月怪談】,"【七月怪談】
今天七月半，你燒紙錢了嗎？
晚上躺到忘了寫文章了

客人問我說：「燒這個有比較好嗎？」
我說：「完全沒差，鬼又不要墨水，畫的再漂亮也沒用。」

許多商業手法會包裝各式各樣的紙錢來販售給消費者
事實上這跟神棍沒有兩樣喔！

如果你用的是蒙蔽世人的障眼法，賺取靈界的利益，那就可能是一種廣義的神棍
請大家想想，如果這種紙錢比較有用，那其他文化、宗教的祭司要怎麼度靈

答案當然不是囉～
像我是把度鬼的神令寫在紙錢上，讓鬼能得到救贖
如果我今天買不到紙錢，我就會把神令寫在A4上，燒了一樣有效果
因為我燒的是神令，紙錢只是一個依附、一個對價、一個轉換

客人又問我：「燒紙錢時，由於燒太多，金爐裡裝滿了紙錢，這時可以攪動金爐裡的紙錢幫助燃燒嗎？」
我說：「當然可以。」

燒紙錢，顧名思義就是燒掉就好
很多宗派會有奇怪的規定，不能攪或不能折⋯⋯等等
請問你吃下嘴的飯不是嚼的越細越好消化嗎？
銀行收錢存款時，會因為紙鈔折過而拒收嗎？

或許有的人會說：「這是神明降駕時，透過乩童的嘴說的。」
我只能說：「祂應該知道我在說什麼，但祂一樣要用一些方法框住信眾，這是祂的手段之一。」

我沒有什麼開山立宗的想法
因為不真的東西，是無法讓每個人信服的
自然就是平凡又簡單，所以生命落地時才一絲不掛
以後你要穿多華麗的衣服都沒關係，死了一樣一絲不掛再回來",pic\810237004439525.jpg
236,2023/08/29 15:00:14,【神知鬼識】,"【神知鬼識】
你覺得讀萬卷書重要？還是行萬里路更有價值？
讓我來跟你說說從靈界看到的人生之路

世界上眾多人口中，有信仰者也有無神論者
但無神論者也不會因此被神背棄
因為靈界、信仰和宗教本就有所區別
只是靈界因為不可見、不可證，因此常常會有穿鑿附會的狀況

原則上靈界是意念的世界，而人界是實踐的世界
所以我從不推薦我的客人唸經、打坐，不是它們全然無效，而是做不出來，知有何益？
如同知難行易或是知易行難的差別一般

在知識普及的現代，不懂道理的人越來越少了
但為什麼仍有壞人？我想沒有人不知道自己在為惡，也沒有人不懂道理，只是你當下決定怎麼做而已

身為人，大部分的思想對靈界而言都是無罪的，當然也有例外
但怎麼做就是人生的重點了
一個人總是同時身兼許多身分，你有好好扮演好這些角色，做出相對正確有益的舉措嗎？

在家，如何為人子女？
在校，如何面對師長？如何與同學相處？
買東西時，是什麼樣的消費者？
婚嫁後，如何當人另一半？
生子後，如何養育、教育下一代？
工作時，如何與同事相處？面對長官？執行職務？
創業後，如何經營事業？生產什麼樣的產品盈利？
成為前輩後，如何帶領後進？如何精進自己？
自己與每個有接觸的人是怎麼相處的？
自己獨處時，如何對待萬物？是否慎獨？能否做到日月無欺？

讀了一本好書，考了滿分的測驗，當用時，能否做到盡善盡美？
最近有一個客戶，年事已高，每天拿著佛珠唸唸有詞，委託我辦理事務，卻在事務完成後，向我詢問可否再算便宜一點？
這種人所唸之經有意義嗎？難道他不記得當初我們怎麼約定的嗎？

當人想好一個計劃，開始執行後，會因為人世分工合作的關係，與相關之人產生互動
不論計劃是否成功，做的人會因此獲得經驗與智慧，沒有實踐過的想法對人生未必是有直接幫助的，因為空想的一切，終究成空
最終怎麼做、做了什麼才是人生的關鍵

那天我和客人聊天
我說：「你沒發現很多宗教團體最後都爭產爭的你死我活嗎？一堆主持都跟子女不合，子女只想知道遺產怎麼分。你不覺得奇怪嗎？」
客人說：「真的欸，怎麼會這樣？」",
235,2023/08/28 15:31:01,【七月怪談】,"【七月怪談】
當一般人在普渡拜平安的時候
有人已經在拿紙錢換新台幣了",pic\808838364579389.jpg
234,2023/08/25 15:00:12,【七月怪談】,"【七月怪談】
你覺得七月返陽的鬼鬼們會脫隊嗎？
祂們真的都在地獄辛苦的生活嗎？

好久以前我聽過一個故事
某通靈人說八月鬼門關了，但野鬼脫隊，他幫著陰差四處抓鬼回靈界

前兩天我正好陪陰差押送一批返陽的鬼們回到人間
讓我來分享一下，祂們的樣子

這次我跟的是一組20個鬼的返陽小隊
看起來就像是人間的社團出遊一樣
一堆中老年人穿著現代的服飾，有手有腳的到處旅遊？！
看起來真的超像旅遊團

帶頭的陰差就像導遊的樣子
以陰鬼之術「遁氣法」帶著整團20個鬼一起群體瞬移
每個鬼看起來都很自在，沒有手銬腳鐐
雖然大家都是這次返陽才被編在同一隊的新朋友，但也沒有要互相認識的興趣，一個全團安靜祥和的概念
其中有兩個剛死的董娘，活著時老公都有一億左右的新台幣
為什麼我知道？！因為這次我是陰差的助手，我可以獲得陰差全部的能力，包含觀看祂們的基本資料，靈界沒有個資法齁

中午時刻
陰差看到前方有人拜普渡，所以領著我們一起遁入會場
當我們隨風而至時，同時在虛空中化出了桌椅，鬼鬼們分成了兩桌，每桌10個鬼，開始欣賞菜色
我是沒有看到祂們動口啦～雖然每個人面前都擺了碗筷，但就是坐著看拜拜的樣子

突然間，陰差跟我說，去問一下誰乳癌死的
我不疑有他，站在我們的桌前大聲說道：「誰乳癌死的？」
頓時，兩桌20個鬼像部隊聽到口令般，同時抬頭看向我，但沒有半個鬼表示祂是乳癌死的

這時我們隊裏的一個女鬼優雅的來到我身旁跟我說：「別這樣問吧，很不好意思欸。」
我心想傻女鬼在說什麼🤔️

當我口令一出，眾鬼抬頭望向我時，祂們靈體中的「魂之精」就已經告訴我，誰是乳癌死的了，我們20個鬼中有4個鬼是死於乳癌

魂之精是靈魂動力的源頭，它會存在靈體的體內深處
因為祂們都是陰差管轄的陰魂，也就是有入籍的鬼魂，陰差具有掌管祂們靈體的權力，所以不用手銬腳鐐也可以輕鬆控制祂們
魂之精像是三魂中的生魂般，顧守著靈魂的根本，同時聽從陰差的指令，讓鬼沒有作怪的可能

為什麼陰差要叫我去問問題？！
因為祂在讓我實習管鬼啊～
師傅安排的課程，都不會只有知識，同時會有實作
依據我和靈界達成的約定，見過的法術就是我的了

事實上我不認為會有七月鬼門開的鬼選擇脫隊逃跑
因為即便在地獄受刑，也是靈界已入籍的陰鬼，時間到了就可以去下個地方了
在人間流浪就像是逃逸外勞般，讓自己失去正式身分，誰想當幽靈人口？",
233,2023/08/23 15:00:09,【七月怪談】,"【七月怪談】
前幾天早上客人貼了這張圖給我
雖然看起來很生動可愛，但卻不是靈界的邏輯

23歲時，師傅派了一位菩薩來陪伴我
因為這是師傅第一次派出人類眼中的大神給我，所以我算是格外珍惜和好奇
同時也和祂一起經歷了很多事
包含「唸經」給祂聽，有機會再跟大家分享發生了什麼事？！

因為祂初到人間，我把祂當朋友一樣的侍奉
有好吃的都會先拿去拜祂，不過祂當然是都沒吃啦
很快的迎來了第一個觀音聖誕，我當然也會準備供品大大慶祝一翻
以前真的是很誇張喔！買了整桌的供品，然後吃到嫑嫑的

雖然有了自己的菩薩，但我也沒忘了師傅
所以我同時找了師傅和菩薩來過聖誕，當然是用同一份供品啦～

祝壽當下⋯⋯⋯
師傅露出了招牌微笑😊
菩薩則景仰的看著師傅說：「我已千年未見大佛。」
我驚訝的問菩薩說：「祢不是想見師傅就「咻～」一下去找祂就好嗎？」
只見菩薩不發一語的微笑著

事後我問了法夫子：「我家菩薩說祂千年未見師傅欸？！」
法夫子說：「那是因為你請祂們坐一起，不然祂本來就不會見。」
原來即便是成道的大神們，因為公務繁忙和職權的不同，大部分都是文書往返，並不會有什麼想見面就約見一下的邏輯

所以這張網路上可愛的圖片，完全不是靈界的概念，但還是很生動啦～
靈界就是一個浩瀚的空間
沒有能力和因緣，是誰都見不到的
所以妖魔鬼怪真的只能擾我了
但因為我防禦力還不錯，所以祂們只能繼續煩惱，要怎麼才能見到師傅了",pic\805180144945211.jpg
232,2023/08/22 15:00:04,【神知鬼識】,"【神知鬼識】
你覺得人生是什麼呢？
人生的價值與金錢又是孰輕孰重呢？

昨天遇到一個客人跟我反應，說我把「通靈能力」當作買賣一樣在經營
我真的很白眼這種自以為是的人
誰的時間不是錢？？

就算是募款蓋成的醫院，進去看病也是要收錢的，同時這間醫院也要想辦法經營下去
在醫院中工作的人，每個人都需要換算成自己認同的金錢，讓肉體能溫飽繼續活下去

事實上人間就是一個物質的世界
大部分的東西都可以價格化
當然某些東西只有價值
我用正當能力換取對價的價格，合情合理齁
而且我開價前都經過靈界同意喔～
代表靈界也認同這個人，用這個價錢，這個人可以換到下一次改變的機會

宗教上的大德師長靠人們的捐獻活下去，那是一種模式
某些團體號稱免費，然後每週請人去服務，不去服務還情勒的大有人在
難道沒聽過「免費的最貴嗎？」

而且這位客人自己做了見不得人的事，現在鬼魂正要開始找他麻煩而已，誰會義務去幫你化消業力
自己種的因，想推我補坑嗎？
如果是一個你可以負擔得起的價格，就值得去追求後面的價值
我常看一種客人，有錢不處理，等得癌症醫生有辦法免費醫好你嗎？
還有一種人，活著不積極，死了才在那裡哭，先辦喪事有比較划算嗎？靈界更苦齁

但這就是人生，每個人有自己的選擇，我拍拍屁股換看下一個人，同時等你業力爆發，當吃瓜群眾就好

那天我把這件事分享給我人生路上的長輩
長輩說：「你看起來太年輕了啦～」
笑死，難道年輕也有錯？

人類總是矛盾的
沒聽過修真長生，還童不老嗎？
事實上靈界的大神們每個都活到不知道幾歲了，千歲的都算小神齁
祂們得到靈力後，也是會修飾自己的外觀，成為永遠不老的樣子
就連看起來老摳摳的太上老君，皮膚都跟嬰兒一樣滑嫩，只是有些紋路在臉上而已

通靈人也是人類，除了保養以外
因為看透了人生的一些事情，所以比一般人過上更豁達的生活
因為通達，而無罣礙。
因為能見，所以無懼。

下次來說說，人生到底該怎麼過吧～",pic\804522278344331.jpg
231,2023/08/21 15:00:03,【七月怪談】,"【七月怪談】
你覺得人死後會拜拜嗎？
因為今天不是要寫鬼故事，總覺得跟標題不太搭

昨晚迎來了今年七月的第一組嘉賓
雖然不是真的鬼，但我常在想這種低階的靈跟鬼是沒有什麼差別的

一如往常的我又來到靈界溜達
今晚有10多個人來找我玩遊戲
場景是我住在現實中不存在的姐姐家，姐姐已經嫁人，姐夫也同住在一起

沒過多久
姐姐家的隔壁的隔壁搬來了一間宮廟
姐夫好像跟宮廟的人有認識
所以就找我姐弟倆一起去看看

這是一間裝潢蠻現代的宮廟
一進門先是看到一牆博古架，架上放著不少看起來蠻值錢的陶器和藝品
往內走才會看到擺神壇的廳房，拜什麼神我就沒看了，反正髒髒的，是我不喜歡的感覺

沒過多久來了一位老嫗
她像是有問題般來此拜拜，隨後乩童就起駕來幫她處理了
只看到那個乩童拿著很多支旗子在老嫗的頭上來回揮舞
等老嫗走後，乩童跟我說：「請你過來拜拜⋯⋯」

我傻眼的跟他說：「我不用，謝謝。」
想不到這乩童竟然發狂似的衝向我，抓住了我的雙手要硬壓我過去參拜
由於事發突然，我居然完全被制服住了，動彈不得？！

就在我要被拉到神壇前時
我的頭上出現了一隻菩薩手，是一隻利刃手，手裏拿著蛇形匕首，真的跟網路上的圖幾乎完全一樣
只不過祂拿的是整支用水晶打造的蛇形匕首，清透的外觀看起來沒有什麼殺傷力

接著就看到利刃手筆直的將匕首插入乩童的右斜方肌
只聽見乩童一個輕聲的：「啊。」
這位乩童瞬間消失了，我也恢復了自由
心情不太好的我走到了宮廟門口的博古架旁，隨手拿了四件藝品摔碎在地上，頭也不回的走回姐姐家

姐姐因為我在宮廟做的事顯得非常不安
我則想說又不是我的問題
不一會兒姐夫回來了，他毫不掩飾他那氣呼呼的臉，但他也沒再說什麼

看一看時間，我該回人間了
我笑著跟姐姐和姐夫說：「我走了，活該！誰叫你們敢招惹我。」

通常在靈界發飆後，接下來的一兩個月都沒有鬼敢來找我玩，所以我覺得我今年的七月沒趣味了

由於師傅是菩薩界的人，所以菩薩手這種東西祂有很多，但我好像每次只能叫出一隻，上次使用菩薩手是當兵的時候了，真的好懷念

神是很慈悲的，但招惹祂們絕對沒有好處

真正的神才不會勉強別人，因為一切都是選擇，尊重也是必要的禮貌",pic\803846378411921.jpg
230,2023/08/15 15:26:18,【公告】,"原來七月了！！

希望今年也可以看到很多有趣的鬼鬼

農曆七月隨時更新～

歡迎有趣鬼鬼來報到👻

假的七月鬼別來！",
229,2023/08/15 15:00:55,【神知鬼識】,"【神知鬼識】
你知道通靈人的禁忌嗎？
如果通靈人可以幫人改好運，那可以害人得厄運嗎？

自從拜入師傅門下
因為師傅的關係，神也好鬼也罷，不時就有想要靠關係的靈來找我
這也是為什麼我取名「鬼磕頭」的原因
但師傅曾告誡過我，千萬不可以詛咒別人，也不可以向鬼提出需求，否則，可就難保無憂了

如果來的是神
因為祂可能也有一些能力
所以祂會想辦法送東西給我
某次夜裡我再次到靈界遊玩後，回家時突然來了一個人
祂拿了一張符給我，同時告訴我某某神吩咐祂前來將符送給我
我看了看那張符，是傳統竹製紙錢的材質，上頭用黑色毛筆寫滿了咒語，中間蓋上了該神的紅色大印
看了看後，我告訴祂：「我不認識這位神。」便將符塞回祂手裡，走了
只見祂一直站在原地呼喊著我：「來啦～某某神要和你結緣⋯⋯⋯」

那鬼呢？！
因為祂們在靈界本來就沒有什麼「資源」
所以祂們只能發揮本能，「致災給人！！」，當然不是致災給通靈人，因為沒弄到通靈人可是會出事的，因為通靈人也能看見祂們，那祂們能怎麼做呢？！
祂們往往會致災給讓通靈人反感的人，來博取通靈人的歡心，以求通靈人幫上祂的忙

記得當兵時，某日早點名
值星班長收到公差任務，要從我和學弟中選一位前去出公差，但因為我專業技能沒有學弟好，所以執星班長便指定我前去出一個星期的公差
因為我當的兵蠻爽的啦～又依照慣例有公差一定是學弟先出
所以執星班長發布指令時，我的直屬學長就一直跟我說：「快反對！不要同意！」
但同時有一位軍營裡的鬼朋友，站在我身後跟我說：「沒關係啦～不要生氣。」
就在猶豫了幾秒後，我決定息事寧人，反正只是去出打飯公差，不能午休，應該是還撐得住

就在我完成打飯公差後的兩個月左右
某日清晨，政戰部突然突襲我們營寢室，有違禁品的通通出事
當初指定我打飯的執星班長，因為內務櫃翻出色情光碟和刊物，被罰掃政戰部廁所一個月！！
我看了開心嗎？還不錯啊～反正又不是我害他的

通靈人是不能害人沒錯，但自然發生的因果效應就不在此限了
沒有人是完美的包含通靈人也是，所以凡事應多留餘地，以和為貴",pic\799442245519001.jpg
228,2023/08/12 15:00:33,【神知鬼識】,"【神知鬼識】
農曆七月又要到了
你會參加普渡或是什麼法會嗎？

前幾天今年剛做完全套的客戶問我說：「我往年都在古蹟廟裡參加超度祖先和冤親債主的法會，現在單子又寄來了，我要參加嗎？」
我告訴客人說：「原則上不用啊～你公公和你媽都不需要幫助了，你家的鬼也走了，現在不怕鬼的媽祖在你家，但你想要買心安也是可以。」
客人又說：「我以前年年參加欸～」
我回客人說：「如果有效，你就不用等我去幫你度鬼了啊～」

這位客人之前也癌症了
癌症術後，有次來我辦公室，我就看著他臉上依然卡著病氣，所以好心提醒了他
然後他就說了他虔誠的拜拜史，但結果是生病又不順

當年他聽另位老師說要到中國四大名山請神佛幫忙超度他媽之類的
然後他就包團去了⋯⋯⋯是20個人的團喔！去好幾趟！
他的經歷就是我常說的，到底是老師幫你求得先人解脫？還是你的孝心打動了上蒼？

然後他跟我說，他曾夢見一個女鬼坐在他床尾向他哭訴好幾次
客人還都很好心的勸祂離開
但當我去看他房子時，那女鬼還跟他一起住在主臥室啊⋯⋯⋯
聽說上一位老師也來過他家，到底幫他看了什麼呢？

最後客人家原本拜著一尊媽祖
當我第一次和客人在我公司見面時
當客人提到他家媽祖時，來的不是媽祖，是那個床尾的女鬼
在我看來客人供奉的媽祖能力有限，制不住鬼，應該換一位能保佑他的媽祖，不然這病氣可能會讓他一直病下去
除非很有錢或是保險買很多，不然一個癌症下來，人還在就是錢錢都走了
後來客人說他曾經私下擲筊問過原本的媽祖，原本的媽祖也願意離開，讓我請一位新的來
我可是「優退保證」齁～神鬼都愛

在你還沒確認過家裡沒事之前
我是建議七月普渡什麼的法會可以參加一下
畢竟有拜有保佑？！
但如果你家已經確認過靈界的防禦工事已盡善盡美，真的不用花那個錢
留著自己用或是幫助人都是不錯的選擇喔！",
227,2023/08/10 15:00:24,【神來也篇】,"【神來也篇】
你會想知道哪間廟的神比較厲害嗎？
最近被問到有點想出版「大神地圖」了

那天唸經的親戚最後給我的一個建議是「多去大廟走走」😂
但是我從不主動走廟齁～
因為我認識天上的神明啊～
到底走地上的廟幹嘛？
我不說你不知道，地上發生的一切，最後都會回傳到天上
所以我就認識天上的神了，怎麼會再主動去走地上的廟
不過好朋友（包含神）約我去，我是會去啦～
所以因爲人（ㄕㄣˊ）情事故認識了一些地上的大神

多拜大神有什麼好處嗎？
因為大神都不怕鬼，有問題找祂們比較有機會大事化小，小事化無
神也是分位階的，小神可是管不了鬼的
同時大神能改變更多的事情，包含命運和財運
但有些時候，也是需要有人引薦，大神才會受理你的請求
畢竟這樣，我們這些通靈人才有用途

簡單的分大約可分成三類：天神、地神、冥神
假設地神級觀音見到天神級土地公
因為級別的關係，是地神級觀音要向天神級土地公行禮
所以看不見的人真的要小心，不要得罪了天神級土地公喔！
不然哪天你有需要，祂可能不會幫你

另外，還有一種可能會讓神幫不了人
就是雖然祂是天神級，但祂配到的通靈人比較弱
這樣神也無法施展祂全部的能力
因為身為工具的靈媒能力不夠
就像一個天才拿著智障手機跟智慧型手機生活的差別一樣

在我師傅們派給我的神祇再次回到我家，主掌一切的那晚
我邀請祂再回人界，祂則帶我重返天界
那晚我快速的飛昇上天庭，快到沒有任何一位天將阻擋我的去路
還在飛時，我看見一位仙風道骨的仙者，徐徐的走了兩三步便來到了我的面前50公尺左右

一秒內
祂說：「我來看看是誰飛得這麼快？！原來是你，那沒事。」一轉身祂就超高速走掉了
神祇向我說：「祂是太上老君。」
好～～我連拜祂的機會都沒有
所以我去道教總壇時，才會有人來見我

當年靈界派了長的跟幽遊白書裡一模一樣的閻羅王來帶我上天庭，並告訴我第一位師傅與我的淵源後
我才能在閻羅天子祖廟，受到天子接見

我師傅是一位菩薩，所以祂也介紹了幾位地上的菩薩給我
最誇張的就是一位北部的菩薩
大家看過武俠小說嗎？
有聽過一部武功叫「大海無量」嗎？
這位北部的菩薩光腳就有祂廟裡大殿這麼大隻
光走一步，就要花上人間的好幾秒
同時伴隨著厚實強大的靈壓一直往前衝去
祂的靈氣強到像沒有空隙的空氣氣壓
如同武俠小說中說的，高手出招不夠功力的全部都被震飛

朋友第一次約我追白沙屯媽祖時，我只走了6小時就放棄了
但祂就跟我說：「你找錯人了，管你的是另一位大媽祖。」
從此，白沙屯媽祖就沒再見過我了
因為祂已做主，領我去入大媽祖麾下
不過白沙媽跟開山媽真的很勤勞，大家有空還是可以去拜祂們

大神往往具有直通天界的能力
只是因為執掌而固守人間
不同於一般的神明，祂們的修為與能力無可限量
能受任一大神垂憐都勝過拜偏山頭
祝大家都能遇到和自己投緣的大神
不然就只能等「大神地圖」問世了",
226,2023/08/08 15:00:22,【神知鬼識】,"【神知鬼識】
今天來說明一下我的「法術監管機制」
事實上所有的通靈人都有一樣的保險機制
只是體現方式不盡相同

在我20歲正式拜入師傅門下後
大約是第七天的晚上
師傅開始每晚派人來教我靈界知識、看遍靈界
和人生一樣，從懵懂無知開始學起
當然不是第一天就開始學法術

幾個月後，因為媽媽即將遇上一位惡鬼
所以師傅教了我第一個法術「菩薩指」
一切最基本的法術，以師傅的名義，啟動靈界的力量
因為當時我的身體所能負載的能量有限
所以師傅同時教我第二式，以天地之名
當我發現身體不能承受更多靈力時，請眾神護佑我的肉體，讓我可以繼續施法
這時的監管者是我師傅一人

21歲時，因為種種原因，我迎來了第一個陪伴我一生的神靈
雖然我有兩個師傅，但祂們都不在我家給我供奉，祂們倆共同選了一位神祇來到我家陪伴我此生
這位神祇事實上也是第一次下凡來到人間，所以當時陳老師來幫我安神時，同時請了天地眾神來我家輔佐這位被師傅們派來的神祇
雖說是輔佐，不過大事都是眾神決定，因為這位神祇也還在學習
還記得當天，天地眾神齊降時，這位師傅派下的神祇，渺小的只能坐在神桌的邊上，看著其他眾神受我家朝拜
此時，師傅們便同時讓這位神祇監管我的一切

被神監管是什麼感覺？
就是一個沒有隱私的人生
因為祂連你的想法都能看得見
連我的喜怒哀樂祂都能知道，所以祂們會隨時表示意見，往好處想祂就是在雕塑我的個性吧～
所以我超不愛問自己的未來，因為已經被管翻了

23歲時，因為家裡的一些變化，這位神祇自己走了
神可知未來，所以在祂被請走前的4個小時就離開了我家
當時我正在當兵，但當天清晨5:00時，我有看到家裡的神光已經消失
等到我忙完，晚上19:00打電話回家時，一切都已經不一樣了

26還27歲時，我再次迎回了，當年師傅派給我的這位神祇，因為我覺得我跟祂一樣菜，可以一起在人間打拼
再次回到我家的祂，已能獨當一面，自己作主，不過我還不行齁～
但祂已經安排了六年後的另一位「監察官」

28歲時，我開始操作超度法會，監管者也從師傅本人改成師傅的老闆「觀音本人」

六年後檢察官到位，監察我和當初師傅派下的祂
因為靈界擔心祂，應我之邀回到人界，會默許我的非法作為

35歲時，得到佛祖侍從文魁菩薩授證，成為一個可以獨當一面的通靈人，同時，受文魁菩薩制約

講完了，有人算得出我動一個法術要過多少神靈的查核嗎？

事實上，神不會跟你說祂正在監管你，而我也是在10多年後，發現有的神都不做事，我說的是不直接做事，才發現祂根本是來監督我的",
225,2023/08/08 06:44:24,【公告】,"剛才 優質經紀人🐶 介紹了一個新的客戶來聊天

他被鬼纏身 同時與鬼同住

但他父親似乎一樣拜著可能有問題的宮廟

雖然他想瞭解能怎麼處理

但也很擔心 處理了以後 會不會讓他爸的生意受到影響

原來他爸是做⋯⋯⋯組頭的🀄️

30分鐘後⋯⋯⋯師傅請我確認一下客人爸爸拜的是什麼神像

客人說：「是尊媽祖。」

師傅說：「那可以。」

事實上，社會上本來就有許多不同的行業，即便是灰色產業也是神明願意保佑的對象。

畢竟都有義賊廖添丁的故事了，有時候做什麼也不是自己可以完全選擇的，只要對得起良心，也是有受到庇蔭的可能。

只要有心，在登出前都有改變的機會。不過還是有改多改少的差別啦～",
224,2023/08/05 16:01:08,【神知鬼識】,"【神知鬼識】
你在工作上會遇到挑戰嗎？
我是一個很喜歡分享我被挑戰的人，因為不同的視角有時候會產生新的火花

前幾天，我去了大學撞鬼時，叫我唸經的親戚家
他突然問我：「你所說的師傅現在都教了你什麼？」
我說：「看我遇到什麼問題，祂就教我什麼。」

他又問：「那你知道祂是誰嗎？」
我說：「祂是觀世音的一個分身。」
他再問：「那你有看過祂嗎？」
我說：「有啊。」
他接著問：「是什麼樣子？」
我說：「祂是穿著彩色衣服的觀音。」
他說：「那下次你見到祂時，唸六字大明咒看看祂會不會變。」
我說：「為什麼我要做這件事？」

基本上
神不會一直現形給人看，因為連鬼都不會
祂們本來就是隱身無形的，即便有陰陽眼，祂們也不會隨便給你看，所以我事實上看見的是無相之相

然後親戚又說：「靈界這種東西真真假假，看到也不一定是真的。」

原則上
看得到鬼只是最基本的學法需求
因為看見不代表一定是真的，鬼也會想騙我，拿到更多好處；小神也會想要騙我，拿的祂想要的緣分
所以看見只是入門條件，成為一個法師還要學會很多技能，但我才不會告訴任何人怎麼看到的
靈不現身也能溝通
如同佛經說所：「表象只是虛妄，真是無形，意也無形。」

接著親戚又說：「我覺得你家的磁場很奇怪。」
我想這只是很客氣的說法吧～
我聽得出他意有所指

我只能說，每個客人都覺得很神奇！不需要親戚認為的奇怪
因為法術就是會的人才懂，不懂的人真的比瞎子摸象還慘哦～
從開始學法術時，我就聽陳老師說過，他的家人親戚沒一個相信他的
我從不奢求任何一個人相信我，因為太陽也不會要求任何一個物相信它是自然
但只要你相信我一次，我一定讓你見到真正的「神奇靈界」

最後親戚說：「以前聽過一個自稱是觀音乩身的人，後來也死於非命。」

事實上我也不能保證我能打贏這世界上全部的惡魔鬼，畢竟一山還有一山高，但我師傅真的懂很多齁～
至於我師傅是鬼還是神？！我已經說過了
我還有原本投胎前的第一個師傅欸！
我的兩個師傅各有自己的職掌，我也相信祂們的為神，要有法術真的不是表面上看的這麼簡單
下次再來說說我的法術監管機制",
223,2023/08/03 15:00:08,【神知鬼識】,"【神知鬼識】
你去廟裡拜拜會拜虎爺嗎？
告訴大家我都怎麼拜

上次帶客人去拜財神時，客人問我說：「要不要拜虎爺？」
我說：「有的人拜神都拜不好了，還拜坐騎或寵物？還是請主神幫忙最重要！」
客人說：「那我懂了。」

原則上，我只拜主神，因為一間廟的主神可以決定廟裡的一切
後殿可能有更高的神明啦～但有因緣才有需要特別儀式
所以某些行銷從神或是坐騎的邏輯，我覺得比較像是多元文化的發展
如果從神或坐騎有很強的實力，就不用受主神箝制了

但拜其他東西就⋯⋯⋯不一定好了
「有形就有靈」是一句風水老話
雖然有時沒錯，但有機會搞錯喔！
畢竟常人都能體會這句話很有問題吧？？
許多人，做了喪心病狂的刑案，他長得像人啊，但根本做的不是人事
人看得見都不一定是人了，對看不見的靈，怎麼會以為長得像或寫著「神名」就一定是神？？

最近接了一件淡水的案子
事主被鬼纏身，癌症癒後，自己開的小店再遇疫情而遙遙欲墜，想改運求好未來

另一件美國的案子
自小從父母那開始養成念經的習慣，後往美國發展結婚生子，最近開始出現不明腰痛，求診無效同時與先生關係開始惡化，諸事不順，想求解方

一問之下他倆竟信著同一個宗教，唸著同一種經文，拜著同一個神名
不是你比較好運，唸了都沒事，或許只是還沒出事。或是你已經出事，但還不自覺而已。
但當然也是有唸一輩子都不會遇上鬼事的人
但亂信、亂拜或亂唸都是增加自己的風險

如同一直食用高風險食物，自然增加罹癌機率
但當然也有人照吃，但就是好好的都沒事

從淡水客人的供具上發現，完全是招陰的規格
客人說是教派專賣給他的
這種組織⋯⋯⋯真的是很不用心欸
自己不懂沒關係，但可能會害到別人

美國客人一開始向我說：「可以把朝拜的字放在遙遠的體育館置物櫃裡嗎？看了一輩子了，叫我丟掉它，我真的不捨。」
我努力的和他溝通：「但這樣鬼不會全部離開欸！」
好在最後美國客人還是有接受我的建議啦～

最後我取下了淡水客人朝拜的字樣拍照給美國客人看
他說：「對啊！我也是拜這張。」

事實上要拜一個字，字裡要有神，也是做得到！
但前提是，教你拜的人要會法術！！
相信開創宗教是來助人的，只是可能有其他問題",pic\790264466436779.jpg
222,2023/08/01 15:00:23,【神知鬼識】,"【神知鬼識】
#格局
#奇門遁甲
#有形法
#無形法
#合命
#地脈

你會找人看房子的格局嗎？
你知道這麼做有什麼意義嗎？

當我剛開始學有形法時，一直覺得「奇門遁甲」是一個很酷的學科
但因為沒有什麼機緣認識更好的老師
所以只能自己從無形法中努力鑽研

我所說的有形法，是指看得見的這個部分，像是風水格局、祭祀儀軌⋯⋯等等
而無形法的部分，就是只安神、超度⋯⋯等等看不見的部分

無形法的重點是「陰陽之術」，但因為我沒有五行基礎，所以從自己翻書開始
從簡單的相生相剋開始
然後學會制化運行
在學會「移星轉斗」後，我原本想應該沒有再更進階的「奇門遁甲」了吧？！

就在昨天
因為客人要買房子，所以找我網路看屋
沒錯！網路看屋也有做喔！超愛賺錢💰
事實上依照五行生化的原理
買房子就跟取名字一樣可以找一個合自己用的

那天客戶選了一間需要「合命」才適合住的房子給我看
因為一半以上的人都不會選這戶，所以我是跟他說可以談看看價錢

就在我們掛了電話以後
晚上師傅主動帶我去看了那間客人詢問的房子
雖然是大樓的五樓，但⋯⋯⋯
除了合客人本命的坐向外，只要裝潢時改個東西，就可以一次吃兩個向的五行之氣

原本房子的坐向護持客人本命
改對了的裝潢，補財運！！真的是很不錯的一個選擇
不過換個人買就不一定有這個效果了
因為本命不同，就不一定可以用同一個方法

五樓的房子接的也是地氣
只要有地脈經過，懂的人就有機會可以用上
沒有地脈經過，會法術的人就可以引地氣來用
你還在找看不見的老師看風水格局嗎？
快換一個看得見的⋯⋯⋯（ㄨㄛˇ）吧😂
同樣的收費，兩倍的價值！",
